DEPTH,CON_MEAN_DYNA,DIS_MEAN_DYNA,HOM_MEAN_DYNA,ENG_MEAN_DYNA,COR_MEAN_DYNA,ASM_MEAN_DYNA,ENT_MEAN_DYNA,CON_SUB_DYNA,DIS_SUB_DYNA,HOM_SUB_DYNA,ENG_SUB_DYNA,COR_SUB_DYNA,ASM_SUB_DYNA,ENT_SUB_DYNA,CON_X_DYNA,DIS_X_DYNA,HOM_X_DYNA,ENG_X_DYNA,COR_X_DYNA,ASM_X_DYNA,ENT_X_DYNA,CON_Y_DYNA,DIS_Y_DYNA,HOM_Y_DYNA,ENG_Y_DYNA,COR_Y_DYNA,ASM_Y_DYNA,ENT_Y_DYNA
2211.99626,8.930397307,2.042583381,0.459770823,0.11127213,0.572612613,0.012381487,6.901460581,7.645796231,1.415423243,-0.298815239,-0.055829852,-0.362818991,-0.013295874,0.835248841,12.75329542,2.750295003,0.310363204,0.091160025,0.391869481,0.00831015,7.195502618,5.107499192,1.33487176,0.609178443,0.146989877,0.754688472,0.021606024,6.360253777
2212.02166,9.311731419,2.09207938,0.451020519,0.105596901,0.604189628,0.011150705,7.00092239,7.362787863,1.307255714,-0.265404017,-0.047366944,-0.308755865,-0.010620361,0.741024185,12.99312535,2.745707237,0.318318511,0.088423834,0.451052131,0.007818774,7.26664506,5.630337487,1.438451522,0.583722527,0.135790778,0.759807995,0.018439135,6.525620875
2212.04706,9.712242261,2.099376024,0.456900322,0.1002825,0.675897957,0.01005658,7.128237258,6.724160495,1.176407526,-0.236849714,-0.040551251,-0.222457733,-0.008575543,0.662557459,13.07432251,2.687579787,0.338475465,0.085461471,0.565715387,0.007303663,7.367479755,6.350162014,1.511172262,0.57532518,0.126012722,0.78817312,0.015879206,6.704922296
2212.07246,9.359385642,2.032569153,0.468130153,0.102546784,0.734097031,0.010515843,7.110349125,6.183685322,1.057288905,-0.209339709,-0.032856416,-0.175664142,-0.00701679,0.598979491,12.4512283,2.561213606,0.363460299,0.0903514,0.647139514,0.008163375,7.330771554,6.267542981,1.503924701,0.572800008,0.123207816,0.822803656,0.015180166,6.731792063
2212.09786,8.761459374,1.92235941,0.488186083,0.12154598,0.78241716,0.014773425,6.923895878,5.497571174,0.909192154,-0.172349794,-0.022208402,-0.137880048,-0.005513124,0.496513638,11.51024496,2.376955487,0.402011186,0.113018283,0.714102232,0.012773132,7.109123594,6.012673787,1.467763334,0.57436098,0.135226685,0.85198228,0.018286256,6.612609956
2212.12326,8.396481387,1.848491546,0.502734457,0.148705097,0.795409071,0.022113206,6.690368427,5.10564025,0.815834658,-0.146862587,-0.018874901,-0.124503565,-0.005669137,0.432618786,10.94930151,2.256408875,0.429303163,0.140739148,0.73374267,0.019807508,6.856591947,5.843661262,1.440574217,0.576165751,0.15961405,0.858246235,0.025476645,6.42397316
2212.14866,9.173950844,1.891783686,0.506046707,0.166769502,0.779252907,0.027812067,6.585268777,3.823499487,0.629188787,-0.115425143,-0.018236087,-0.084202227,-0.006110242,0.354222996,11.08570059,2.20637808,0.448334136,0.158413555,0.737829407,0.025094854,6.728957679,7.262201101,1.577189292,0.563759279,0.176649643,0.822031634,0.031205096,6.374734683
2212.17406,9.095523645,1.865594646,0.511365484,0.168303841,0.820187834,0.028326183,6.545970218,1.818886921,0.349195646,-0.073495904,-0.015210598,-0.029069411,-0.005134166,0.22353551,10.00496711,2.040192469,0.474617532,0.161164069,0.806200821,0.025973857,6.637376635,8.186080184,1.690996823,0.548113436,0.176374667,0.835270231,0.031108023,6.413841125
2212.19946,8.271339416,1.740626445,0.5305133,0.175837629,0.86503567,0.030918872,6.364514827,1.217592026,0.259911024,-0.059099609,-0.014823958,-0.020124872,-0.005223576,0.200005274,8.880135428,1.870581957,0.500963496,0.168774971,0.855296411,0.028484991,6.449542067,7.662543403,1.610670933,0.560063105,0.183598928,0.875421284,0.033708566,6.249536792
2212.22486,7.347421469,1.63831759,0.539525093,0.178999266,0.893508164,0.032040737,6.252002658,1.50048811,0.263939428,-0.053524909,-0.014194828,-0.023965692,-0.005092038,0.189153212,8.097665524,1.770287304,0.512762638,0.172265043,0.882067259,0.029675245,6.329052621,6.597177414,1.506347876,0.566287547,0.186459871,0.906032951,0.034767283,6.13989941
2212.25026,7.165082315,1.65915588,0.526365359,0.169686627,0.894637514,0.028793551,6.351061012,0.757887582,0.183165703,-0.043507891,-0.013670819,-0.013702069,-0.004648754,0.165113549,7.544026106,1.750738732,0.504611413,0.163189291,0.888082152,0.026630745,6.418663544,6.786138523,1.567573029,0.548119305,0.176860109,0.901784222,0.031279498,6.253549995
2212.27566,7.21594362,1.70633629,0.51001432,0.156079536,0.87975828,0.024360821,6.501013517,0.587483562,0.166264291,-0.041169297,-0.009769409,-0.011591468,-0.003056875,0.136566638,7.5096854,1.789468435,0.489429671,0.151566699,0.874510458,0.022972464,6.552204067,6.922201839,1.623204144,0.530598968,0.161336108,0.886101926,0.02602934,6.415637429
2212.30106,7.676268176,1.826564096,0.478051304,0.135698445,0.828041495,0.018414068,6.680445784,0.932819191,0.229752546,-0.051095534,-0.010431566,-0.02043138,-0.002842591,0.162384571,8.142677772,1.94144037,0.452503538,0.131033694,0.818976576,0.017169829,6.741284809,7.209858581,1.711687823,0.503599071,0.14146526,0.839407956,0.02001242,6.578900238
2212.32646,7.421631889,1.858516408,0.459020156,0.135485827,0.733455414,0.018356409,6.592028946,1.802955426,0.327316288,-0.064238649,-0.014735502,-0.054602077,-0.004013142,0.203046597,8.323109602,2.022174552,0.426900831,0.128804802,0.707869958,0.016590677,6.671644297,6.520154177,1.694858264,0.49113948,0.143540304,0.762472035,0.020603819,6.4685977
2212.35186,6.2734254,1.7489126,0.466282591,0.139128091,0.650084317,0.019356626,6.397980209,2.322533998,0.465211614,-0.10124521,-0.018023202,-0.126721114,-0.00505194,0.267094317,7.434692399,1.981518407,0.415659986,0.131139403,0.58702758,0.017197543,6.509388784,5.112158401,1.516306793,0.516905196,0.149162605,0.713748694,0.022249483,6.242294468
2212.37726,6.145994608,1.758080878,0.457753803,0.126621603,0.642390045,0.01603303,6.483561254,2.95072565,0.580909212,-0.123474031,-0.019186025,-0.17252128,-0.004915072,0.326489271,7.621357433,2.048535484,0.396016788,0.118496877,0.556495664,0.01404151,6.614392378,4.670631783,1.467626272,0.519490818,0.137682903,0.729016944,0.018956582,6.287903107
2212.40266,6.478865462,1.817858837,0.445997773,0.117865765,0.636599543,0.013892339,6.623210098,3.086203146,0.637555702,-0.139926539,-0.021050419,-0.168368808,-0.005041916,0.368141403,8.021967035,2.136636688,0.376034504,0.109232889,0.55345705,0.011931824,6.768274147,4.935763889,1.499080986,0.515961043,0.130283308,0.721825858,0.01697374,6.400132743
2212.42806,6.542249788,1.81459782,0.450915556,0.116149343,0.638097946,0.01349067,6.669628845,3.614600368,0.761849992,-0.171357631,-0.025716088,-0.197565176,-0.006112546,0.453342939,8.349549972,2.195522816,0.365236741,0.10598869,0.539924884,0.011233602,6.842754084,4.734949604,1.433672824,0.536594372,0.131704778,0.73749006,0.017346149,6.389411145
2212.45346,6.738201004,1.831072555,0.4535552,0.1144793,0.638266419,0.01310551,6.707774479,4.097557259,0.8621669,-0.194593859,-0.030040847,-0.221579072,-0.007088181,0.510204332,8.786979633,2.262156005,0.35625827,0.102955292,0.527234563,0.010599792,6.898748948,4.689422374,1.399989105,0.550852129,0.132996139,0.748813635,0.017687973,6.388544615
2212.47886,7.031254224,1.866944718,0.451085767,0.113761402,0.627459101,0.012941656,6.730387209,4.67638363,0.950673133,-0.207350599,-0.032538185,-0.249999284,-0.007655437,0.545277127,9.369446039,2.342281285,0.347410467,0.101368645,0.50208811,0.010275602,6.932542319,4.693062409,1.391608152,0.554761066,0.13390683,0.752087394,0.017931039,6.387265191
2212.50426,7.140994762,1.869031164,0.455039041,0.114234367,0.625232996,0.013049491,6.735351565,5.126189367,1.028537615,-0.221439043,-0.035614573,-0.270629467,-0.008443282,0.596774749,9.704089446,2.383299972,0.34431952,0.10072961,0.489725924,0.010146454,6.954702448,4.577900079,1.354762357,0.565758563,0.136344183,0.760355391,0.018589736,6.357927699
2212.52966,7.200989727,1.873495622,0.456369953,0.113892339,0.617837854,0.012971465,6.734129082,5.520402264,1.100990978,-0.234882013,-0.038071193,-0.292916318,-0.009030565,0.641707787,9.961190859,2.423991111,0.338928947,0.099565434,0.471429979,0.009913276,6.967483429,4.440788595,1.323000134,0.57381096,0.137636627,0.764346297,0.018943841,6.325775642
2212.55506,7.481506802,1.933110961,0.441756293,0.111742694,0.588014681,0.01248643,6.764808923,5.314382812,1.031556633,-0.212258686,-0.032286598,-0.293786153,-0.007471364,0.561426815,10.13869821,2.448889278,0.33562695,0.099560497,0.441032325,0.009912293,6.971079022,4.824315396,1.417332645,0.547885636,0.131847095,0.734818478,0.017383656,6.409652207
2212.58046,7.46631751,1.935350579,0.440632736,0.111435398,0.581668545,0.012417848,6.764250878,5.403632476,1.035482352,-0.211300752,-0.032498856,-0.300269654,-0.007501218,0.566857625,10.16813375,2.453091755,0.33498236,0.099157995,0.432081145,0.009832308,6.974107863,4.764501272,1.417609403,0.546283112,0.131656851,0.732350799,0.017333526,6.407250238
2212.60586,7.657209716,1.967569443,0.434057238,0.108794152,0.583784494,0.011836168,6.811815885,5.668371721,1.044204619,-0.20623094,-0.031487077,-0.296860193,-0.007089068,0.578625429,10.49139558,2.489671753,0.330941768,0.096827527,0.437630737,0.00937557,7.027896223,4.823023856,1.445467133,0.537172708,0.128314604,0.73449093,0.016464638,6.449270793
2212.63126,7.857419103,2.012761106,0.421897398,0.105610661,0.588614679,0.011153612,6.871415445,5.752640796,1.019802535,-0.190504301,-0.027395423,-0.29721922,-0.005957802,0.52944525,10.7337395,2.522662374,0.326645247,0.095039477,0.440815672,0.009032502,7.068391847,4.981098705,1.502859839,0.517149548,0.122434899,0.738034892,0.014990305,6.538946597
2212.65666,7.963539387,2.022509278,0.420036993,0.105196189,0.583365939,0.011066238,6.892884624,6.00901865,1.036543593,-0.188913751,-0.027066796,-0.310744839,-0.005856291,0.534315563,10.96804871,2.540781075,0.325580118,0.09464879,0.428996895,0.008958393,7.09102246,4.959030062,1.504237482,0.514493868,0.121715586,0.739741734,0.014814684,6.556706897
2212.68206,8.039641315,2.037552304,0.414681536,0.103294145,0.595571399,0.01066968,6.941347709,5.746133803,0.967797829,-0.173201127,-0.024348665,-0.284329179,-0.005150287,0.502940396,10.91270822,2.521451218,0.328080972,0.093586849,0.454775242,0.008758498,7.13237464,5.166574414,1.553653389,0.501282099,0.117935514,0.739104421,0.013908786,6.629434245
2212.70746,8.405146538,2.085372133,0.40677103,0.100921625,0.598160886,0.010185174,7.000992052,5.403797069,0.885906069,-0.155082041,-0.020621405,-0.255804955,-0.004243417,0.439396104,11.10704507,2.528325168,0.329230009,0.092577937,0.470814657,0.008570674,7.171077144,5.703248004,1.642419099,0.48431205,0.113199342,0.726619613,0.012814091,6.731681041
2212.73286,8.522780939,2.080935622,0.410635835,0.101997836,0.603512863,0.010403559,6.995328009,5.489373732,0.857879595,-0.145453724,-0.019593133,-0.252581864,-0.00406136,0.432869118,11.26746781,2.50987542,0.337908973,0.093845865,0.478003894,0.008807046,7.165835733,5.778094073,1.651995825,0.483362697,0.113438999,0.730585759,0.012868406,6.732966615
2212.75826,8.913127247,2.08079915,0.420126649,0.104652813,0.600897171,0.010952211,6.993337357,5.782284141,0.86459151,-0.145385795,-0.021079534,-0.25622236,-0.004482254,0.439969121,11.80426932,2.513094905,0.347433751,0.095777912,0.473596672,0.009173409,7.168685415,6.021985176,1.648503395,0.492819546,0.116857447,0.729819032,0.013655663,6.728716293
2212.78366,9.181613768,2.087831376,0.423720935,0.108571203,0.589322748,0.011787706,6.951600655,5.960101832,0.853807433,-0.139717493,-0.020224594,-0.266338708,-0.004455717,0.413018023,12.16166468,2.514735092,0.353862189,0.100043603,0.456284446,0.010008723,7.115716879,6.201562851,1.66092766,0.493579682,0.120268198,0.722623154,0.014464439,6.702698856
2212.80906,8.957792013,2.031225537,0.435495078,0.113416491,0.580122992,0.0128633,6.87794422,5.958361242,0.855347779,-0.141548579,-0.020529713,-0.282923529,-0.004722387,0.413357077,11.93697263,2.458899426,0.364720789,0.104748606,0.438054232,0.010972271,7.040632794,5.978611392,1.603551648,0.506269368,0.125278319,0.720977761,0.015694657,6.627275717
2212.83446,8.552019252,1.945830336,0.453175721,0.119230415,0.577190006,0.014215892,6.786069234,6.197635628,0.901358645,-0.154575876,-0.024627619,-0.311982928,-0.005966655,0.461561565,11.65083707,2.396509658,0.375887783,0.108823657,0.420171564,0.011842588,6.966930468,5.453201438,1.495151014,0.53046366,0.133451275,0.732154492,0.017809243,6.505368903
2212.85986,8.276107069,1.894716858,0.463068539,0.118812371,0.614738968,0.01411638,6.810718833,5.392078975,0.812412588,-0.147311399,-0.024458085,-0.251862455,-0.005903342,0.458705583,10.97214656,2.300923152,0.389412839,0.108453788,0.489073035,0.011762224,6.995795175,5.580067582,1.488510564,0.536724238,0.132911873,0.74093549,0.017665566,6.537089591
2212.88526,7.87088671,1.830737119,0.474514716,0.119900037,0.637699595,0.014376019,6.800447925,5.162871738,0.799832453,-0.150216207,-0.025756595,-0.236609301,-0.006272471,0.473028181,10.45232258,2.230653345,0.399406613,0.108886073,0.519668004,0.011856177,6.992211724,5.289450841,1.430820892,0.54962282,0.134642668,0.756277304,0.018128648,6.519183543
2212.91066,7.649736094,1.809769303,0.475694934,0.119092113,0.657812146,0.014182931,6.818569893,4.227066866,0.657035443,-0.127445435,-0.022727476,-0.182859035,-0.005486209,0.41117818,9.763269527,2.138287024,0.411972217,0.109331775,0.567932791,0.011953437,6.987514535,5.536202661,1.481251581,0.539417652,0.13205925,0.750791826,0.017439646,6.576336355
2212.93606,7.082023571,1.734393125,0.487009284,0.115372534,0.729406988,0.013310822,6.857946523,3.803584437,0.622883683,-0.128048675,-0.023546672,-0.140303719,-0.005523756,0.434999169,8.983815789,2.045834966,0.422984946,0.105520429,0.661172495,0.011134561,7.034663784,5.180231353,1.422951283,0.551033621,0.129067101,0.801476215,0.016658317,6.599664615
2212.96146,6.245324322,1.613160468,0.51079655,0.124318966,0.795163671,0.015455205,6.712511197,2.487677223,0.468721057,-0.108335711,-0.017432545,-0.079364102,-0.004398929,0.351772371,7.489162934,1.847520997,0.456628695,0.117453733,0.757499144,0.013795379,6.849888074,5.00148571,1.37879994,0.564964405,0.134886278,0.836863246,0.018194308,6.498115703
2212.98686,5.808728018,1.57494602,0.513676849,0.130644025,0.791344679,0.017067861,6.589169191,1.493053483,0.338955945,-0.089997285,-0.013883684,-0.056650384,-0.003665445,0.244147884,6.555254759,1.744423992,0.468678206,0.125063638,0.763295146,0.015640914,6.683181559,5.062201276,1.405468047,0.558675491,0.138947323,0.81994553,0.019306358,6.439033675
2213.01226,5.267245099,1.499364286,0.526440991,0.134230478,0.781823117,0.018017821,6.482377358,1.123274359,0.349096177,-0.110524071,-0.018248774,-0.049071933,-0.004987431,0.267737964,5.828882279,1.673912374,0.471178955,0.12752673,0.757656596,0.016263067,6.577624381,4.70560792,1.324816197,0.581703026,0.145775504,0.806728529,0.021250498,6.309886417
2213.03766,4.640223377,1.422840537,0.534921606,0.144352898,0.774975422,0.020837759,6.2955516,0.83034062,0.307813468,-0.10407443,-0.020481812,-0.043760379,-0.006016554,0.235640391,5.055393687,1.57674727,0.482884391,0.136634617,0.75326611,0.018669019,6.378200444,4.225053067,1.268933803,0.586958821,0.157116429,0.797026489,0.024685572,6.142560053
2213.06306,6.181370652,1.528017225,0.538877658,0.14945065,0.758971307,0.022335497,6.394776856,0.465611159,0.277901719,-0.107836022,-0.026050556,-0.010623497,-0.007939892,0.27847988,6.414176232,1.666968085,0.484959647,0.139368638,0.754192177,0.019423617,6.489599807,5.948565073,1.389066366,0.592795669,0.165419194,0.764815674,0.02736351,6.211119926
2213.08846,6.593070833,1.500218815,0.560520795,0.155403775,0.811400197,0.024150333,6.328776132,1.490347695,0.41086976,-0.132529507,-0.03152337,-0.03690606,-0.009990133,0.399335021,7.338244681,1.705653695,0.494256041,0.142694297,0.793505327,0.020361662,6.475320823,5.847896986,1.294783935,0.626785548,0.174217667,0.830411386,0.030351795,6.075985801
2213.11386,6.629578498,1.448547003,0.578029529,0.155344785,0.861951454,0.024132002,6.274178442,1.490648435,0.446381638,-0.14688203,-0.030962571,-0.03168272,-0.009810777,0.42004849,7.374902716,1.671737822,0.504588514,0.142948348,0.847082591,0.02043423,6.421792326,5.884254281,1.225356184,0.651470544,0.173910919,0.878765311,0.030245008,6.001743836
2213.13926,6.437378969,1.37880062,0.596704468,0.15559655,0.889956678,0.024210286,6.19302955,2.401520057,0.578932915,-0.17389944,-0.035610907,-0.043801685,-0.011347338,0.519587795,7.638138998,1.668267077,0.509754748,0.141518454,0.869085008,0.020027473,6.371366215,5.236618941,1.089334163,0.683654188,0.177129361,0.912886694,0.031374811,5.85177842
2213.16466,6.767806996,1.417673009,0.590485954,0.154221955,0.883000417,0.023784411,6.242899032,3.373928981,0.725431558,-0.202721774,-0.047054393,-0.060859596,-0.014941692,0.652677871,8.454771487,1.780388788,0.489125068,0.135243228,0.853450217,0.018290731,6.476099397,5.080842506,1.05495723,0.691846841,0.182297621,0.914309814,0.033232423,5.823421526
2213.19006,7.132549273,1.450640728,0.588968501,0.157161743,0.867454023,0.024699813,6.262704843,3.896413913,0.804424731,-0.218996734,-0.051683331,-0.075230231,-0.016737733,0.744765124,9.080756229,1.852853094,0.479470134,0.136084171,0.829936548,0.018518902,6.538371703,5.184342316,1.048428363,0.698466868,0.187767502,0.905166778,0.035256635,5.793606579
2213.21546,7.544955284,1.493578125,0.58748786,0.16007912,0.838097409,0.025625325,6.253442645,4.51697633,0.877008083,-0.226688925,-0.056626585,-0.097885049,-0.018722536,0.787778809,9.803443449,1.932082167,0.474143398,0.137002484,0.789842431,0.018769681,6.546655218,5.286467119,1.055074083,0.700832323,0.193629068,0.88772748,0.037492216,5.75887641
2213.24086,7.488882619,1.495781289,0.588921035,0.170668001,0.776542504,0.029127567,6.08457824,5.990520735,1.038811862,-0.250262437,-0.064743606,-0.172906713,-0.022905972,0.8634131,10.48414299,2.01518722,0.463789816,0.144525761,0.692685851,0.020887695,6.402409925,4.493622252,0.976375358,0.714052253,0.209269367,0.865592564,0.043793668,5.538996825
2213.26626,6.589937756,1.44293933,0.582574724,0.175403763,0.727824447,0.03076648,5.954312774,5.744635267,1.01961896,-0.244210355,-0.063678707,-0.225211241,-0.023113406,0.815478785,9.462255389,1.95274881,0.460469547,0.149645218,0.618238632,0.022393691,6.254701057,3.717620122,0.93312985,0.704679901,0.213323924,0.843449873,0.045507097,5.439222272
2213.29166,5.931433494,1.440985969,0.566748551,0.165843511,0.698362454,0.02750407,6.046160898,5.954773689,1.032874786,-0.239231305,-0.058348538,-0.301936288,-0.02003876,0.766089863,8.908820339,1.957423362,0.447132899,0.142541774,0.548040948,0.020318157,6.325617909,2.95404665,0.924548576,0.686364204,0.200890312,0.849977236,0.040356917,5.559528045
2213.31706,6.248453874,1.511940778,0.552557897,0.154990525,0.679789443,0.024022063,6.200712916,6.306680578,1.089681573,-0.24568438,-0.057751631,-0.321567136,-0.018608214,0.779678221,9.401794163,2.056781565,0.429715707,0.132229714,0.519968139,0.017484697,6.481267303,3.095113585,0.967099992,0.675400087,0.189981344,0.841535275,0.036092911,5.701589082
2213.34246,6.719300761,1.614524369,0.531634084,0.143954291,0.674819584,0.020722838,6.414015516,6.203862783,1.078033429,-0.23628056,-0.052757452,-0.295775515,-0.015760547,0.760781744,9.821232153,2.153541083,0.413493804,0.122989241,0.52879064,0.015126353,6.694448494,3.61736937,1.075507654,0.649774364,0.175746693,0.824566155,0.0308869,5.933666751
2213.36786,7.063196358,1.705839367,0.51046562,0.132540534,0.67621041,0.017566993,6.636499641,5.907918595,1.089203124,-0.2449287,-0.051975129,-0.267749815,-0.014364759,0.775012173,10.01715566,2.250440929,0.38800127,0.112201217,0.544055771,0.012589113,6.92214499,4.10923706,1.161237805,0.63292997,0.164176346,0.811805587,0.026953872,6.147132817
2213.39326,6.958497711,1.70612747,0.509802104,0.124510789,0.693073614,0.015502937,6.73483763,6.208588285,1.183025015,-0.267353609,-0.053917877,-0.274810944,-0.01408952,0.841410585,10.06279185,2.297639978,0.376125299,0.103698281,0.556071347,0.010753334,7.040918256,3.854203568,1.114614963,0.643478909,0.157616158,0.83088229,0.024842853,6.199507671
2213.41866,7.1736459,1.761669789,0.497047852,0.114993355,0.697809085,0.013223472,6.840710743,6.212251173,1.187454794,-0.263858913,-0.049203787,-0.262156467,-0.011927472,0.801440389,10.27977149,2.355397186,0.365118396,0.09660292,0.56711885,0.009332124,7.127540058,4.067520313,1.167942392,0.628977309,0.145806708,0.829275317,0.021259596,6.32609967
2213.44406,7.518376853,1.830774295,0.484942385,0.111781741,0.667231775,0.012495158,6.858589933,6.807906849,1.286671594,-0.277587247,-0.051138771,-0.296899201,-0.012154359,0.837793735,10.92233028,2.474110092,0.346148762,0.093267641,0.520873474,0.008698853,7.153005526,4.114423428,1.187438498,0.623736009,0.144406412,0.817772676,0.020853212,6.315211792
2213.46946,7.819532552,1.848122418,0.493093687,0.117626199,0.610696221,0.013835923,6.759676556,8.095653541,1.549576833,-0.337506469,-0.0656821,-0.403518765,-0.016731666,1.006334413,11.86735932,2.622910834,0.324340452,0.09452749,0.408889318,0.008935446,7.100927121,3.771705782,1.073334001,0.661846921,0.16020959,0.812408083,0.025667113,6.094592708
2213.49486,8.080550675,1.856838381,0.501600913,0.121936971,0.585920984,0.014868625,6.722737342,9.198729977,1.757638328,-0.384163212,-0.07939034,-0.469189502,-0.02130998,1.17816138,12.67991566,2.735657545,0.309519307,0.094514985,0.35231724,0.008933082,7.108952649,3.481185687,0.978019217,0.693682519,0.173905325,0.821506742,0.030243062,5.930791269
2213.52026,8.288596285,1.860197403,0.510533854,0.12932291,0.537305062,0.016724415,6.632736379,10.45712854,1.989029886,-0.433955721,-0.093721348,-0.576206178,-0.026992115,1.36474629,13.51716055,2.854712346,0.293555994,0.097141283,0.251710054,0.009436429,7.065875129,3.060032016,0.86568246,0.727511715,0.190862631,0.827916232,0.036428544,5.701128839
2213.54566,8.441356392,1.854292338,0.519618435,0.135446596,0.494799646,0.01834578,6.536747622,12.32892145,2.290069438,-0.492213164,-0.107064512,-0.734717667,-0.032701268,1.568857425,14.60581712,2.999327058,0.273511853,0.099185335,0.128657907,0.009837731,7.005620725,2.276895665,0.709257619,0.765725017,0.206249846,0.863375574,0.042538999,5.4367633
2213.57106,9.255156942,1.927954093,0.518250286,0.133090992,0.48485556,0.017713212,6.61883419,13.80719591,2.459653125,-0.511527547,-0.109834814,-0.768305963,-0.033080154,1.658750719,16.1587549,3.157780655,0.262486512,0.095673072,0.10092321,0.009153337,7.110886195,2.351558986,0.69812753,0.77401406,0.205507886,0.869229172,0.042233491,5.452135476
2213.59646,10.00543868,1.993319135,0.51815524,0.130920512,0.483843428,0.017140181,6.688745549,15.53256118,2.655631466,-0.532223128,-0.113507857,-0.799333431,-0.033699275,1.77067543,17.77171927,3.321134868,0.252043676,0.091690752,0.085091811,0.008407194,7.213753192,2.239158092,0.665503402,0.784266804,0.205198609,0.884425242,0.042106469,5.443077761
2213.62186,10.610417,2.028848297,0.523550494,0.131129326,0.480558354,0.0171949,6.719152217,17.33674578,2.868587001,-0.559172086,-0.118821748,-0.849346406,-0.035430558,1.913975656,19.27878989,3.463141797,0.243964451,0.089680345,0.055726262,0.008042564,7.278354579,1.942044113,0.594554796,0.803136537,0.208502093,0.905072668,0.043473123,5.364378923
2213.64726,11.06145146,2.056823184,0.525795653,0.130083342,0.482207202,0.016921676,6.754537151,18.79118093,3.027731712,-0.572765937,-0.120182137,-0.879172641,-0.035515879,2.010902967,20.45704192,3.57068904,0.239412685,0.087667493,0.042912322,0.007685589,7.337511736,1.665860992,0.542957328,0.812178622,0.20784963,0.922084963,0.043201469,5.326608769
2213.67266,11.35007773,2.108913698,0.514471092,0.124960444,0.490860405,0.015615112,6.831270346,18.20833698,2.898983914,-0.541338862,-0.1101679,-0.817608458,-0.031067943,1.857894076,20.45424622,3.558405655,0.24380166,0.08591875,0.081866114,0.007382032,7.386185504,2.245909244,0.659421741,0.785140523,0.19608665,0.899474573,0.038449974,5.528291428
2213.69806,11.63018119,2.154855237,0.505551397,0.120049196,0.505239562,0.014411809,6.904350704,18.08494838,2.843814162,-0.522036701,-0.103405013,-0.768525088,-0.027901044,1.777489367,20.67265538,3.576762318,0.244533047,0.083208961,0.121495952,0.006923731,7.444352272,2.587706998,0.732948156,0.766569748,0.186613974,0.89002104,0.034824775,5.666862905
2213.72346,11.84634718,2.200275041,0.494432934,0.115574186,0.513272174,0.013357392,6.957723238,17.48267938,2.726139447,-0.494928655,-0.095087263,-0.719083407,-0.024603061,1.637826582,20.58768687,3.563344765,0.246968607,0.081827327,0.153557576,0.006695711,7.461426551,3.105007486,0.837205318,0.741897262,0.17691459,0.872640983,0.031298772,5.823599969
2213.74886,11.93268814,2.238884452,0.482454291,0.112104933,0.513236828,0.012567516,6.999236382,16.68630555,2.585676644,-0.463853595,-0.08657962,-0.682108021,-0.021601416,1.491048222,20.27584092,3.531722774,0.250527494,0.081459038,0.171681184,0.006635575,7.465792661,3.589535362,0.94604613,0.714381089,0.168038658,0.853789204,0.028236991,5.974744439
2213.77426,11.83264733,2.234454395,0.483504178,0.112043564,0.527148788,0.01255376,7.005977385,16.06512737,2.538191573,-0.464328682,-0.087499868,-0.644691683,-0.021852236,1.484257606,19.86521102,3.503550182,0.251339838,0.081120173,0.203894161,0.006580482,7.474163286,3.800083643,0.965358609,0.715668519,0.16862004,0.848585845,0.028432718,5.989905681
2213.79966,11.46472578,2.199251405,0.486715121,0.112737652,0.541348895,0.012709778,6.99241436,15.44675644,2.499879048,-0.467419536,-0.088549268,-0.621476055,-0.022301382,1.496546945,19.188104,3.449190929,0.253005353,0.081651774,0.229422474,0.006667012,7.463288455,3.74134756,0.949311881,0.720424889,0.170201042,0.85089853,0.028968395,5.96674151
2213.82506,10.96342128,2.155374144,0.4890182,0.11351303,0.553444994,0.012885208,6.969832366,14.52391542,2.431339479,-0.468307038,-0.089069536,-0.59498265,-0.022657212,1.486348794,18.22537899,3.371043883,0.254864682,0.082653566,0.254831101,0.006831612,7.43340928,3.70146357,0.939704404,0.723171719,0.171723102,0.849813752,0.029488824,5.947060485
2213.85046,10.33949266,2.074498647,0.502030549,0.1175428,0.571890239,0.01381631,6.908752993,14.13072213,2.453821855,-0.489049161,-0.0967132,-0.58614188,-0.025543262,1.59829672,17.40485372,3.301409574,0.257505969,0.083700151,0.278508455,0.007005715,7.405573461,3.274131593,0.847587719,0.74655513,0.180413351,0.864650335,0.032548977,5.807276742
2213.87586,10.33281097,2.068985438,0.503786826,0.119755031,0.558795147,0.014341267,6.878962659,14.18285301,2.477679321,-0.496359665,-0.099442966,-0.606584489,-0.026816284,1.621669918,17.42423747,3.307825098,0.255606994,0.085111,0.255282354,0.007243882,7.378596162,3.241384461,0.830145777,0.751966659,0.184553967,0.861866843,0.034060167,5.756926245
2213.90126,9.970637593,2.022119812,0.509966481,0.124997618,0.54446228,0.015624404,6.803317462,14.00073699,2.480975242,-0.503958826,-0.103909002,-0.639246957,-0.029249062,1.652235098,16.97100609,3.262607433,0.257987068,0.088789138,0.225163216,0.007883511,7.305946795,2.970269097,0.78163219,0.761945894,0.19269814,0.864410173,0.037132573,5.653711697
